Geneid,Chr,Start,End,Strand,Length,raw_count_1,raw_count_2,raw_count,FPKM
dsim_GLEANR_9421:1,2R,12524051,12524137,-,87,0,0,0,0
dsim_GLEANR_11297:1,2R,12524766,12524834,+,69,0,0,0,0
dsim_GLEANR_11297:2,2R,12524893,12525405,+,513,0,0,0,0
dsim_GLEANR_11298:1,2R,12527578,12527611,+,34,0,0,0,0
dsim_GLEANR_11298:2,2R,12528073,12528201,+,129,0,0,0,0
dsim_GLEANR_11298:3,2R,12531930,12532040,+,111,0,0,0,0
dsim_GLEANR_11298:4,2R,12532182,12532301,+,120,0,0,0,0
dsim_GLEANR_11298:5,2R,12533782,12533919,+,138,0,0,0,0
dsim_GLEANR_11298:6,2R,12537801,12538045,+,245,0,0,0,0
dsim_GLEANR_11298:7,2R,12538541,12538769,+,229,0,0,0,0
dsim_GLEANR_11298:8,2R,12539260,12539423,+,164,0,0,0,0
dsim_GLEANR_11298:9,2R,12542933,12543134,+,202,0,0,0,0
dsim_GLEANR_11298:10,2R,12544336,12544515,+,180,0,0,0,0
dsim_GLEANR_11298:11,2R,12545026,12545144,+,119,0,0,0,0
dsim_GLEANR_11298:12,2R,12545651,12545731,+,81,0,0,0,0
dsim_GLEANR_11298:13,2R,12549007,12549102,+,96,0,0,0,0
dsim_GLEANR_11298:14,2R,12549290,12549340,+,51,0,0,0,0
dsim_GLEANR_11299:1,2R,12566696,12566839,+,144,0,0,0,0
dsim_GLEANR_11299:2,2R,12568845,12568974,+,130,0,0,0,0
dsim_GLEANR_11299:3,2R,12569692,12569774,+,83,0,0,0,0
dsim_GLEANR_9420:1,2R,12579090,12579317,-,228,26,32,29,13.99919417
dsim_GLEANR_9418:6,2R,12599756,12599895,-,140,138,132,135,106.1318218
dsim_GLEANR_9418:5,2R,12600780,12600893,-,114,14,15,14.5,13.99919417
dsim_GLEANR_9418:4,2R,12600966,12601142,-,177,58,45,51.5,32.02387258
dsim_GLEANR_9418:3,2R,12602159,12602267,-,109,9,12,10.5,10.60236344
dsim_GLEANR_9418:2,2R,12602793,12602894,-,102,54,47,50.5,54.49179232
dsim_GLEANR_9418:1,2R,12615650,12615832,-,183,0,0,0,0
dsim_GLEANR_11300:1,2R,12644398,12644445,+,48,0,0,0,0
dsim_GLEANR_11300:2,2R,12644749,12645081,+,333,2,2,2,0.6610368171
dsim_GLEANR_11300:3,2R,12645142,12645465,+,324,0,0,0,0
dsim_GLEANR_11301:1,2R,12646031,12646087,+,57,1,0,0.5,0.965461667
dsim_GLEANR_11301:2,2R,12646168,12646500,+,333,1,1,1,0.3305184085
dsim_GLEANR_11301:3,2R,12646563,12647340,+,778,2,3,2.5,0.3536716904
dsim_GLEANR_11301:4,2R,12647798,12648486,+,689,5,6,5.5,0.8785841295
dsim_GLEANR_9417:2,2R,12669459,12669767,-,309,3327,3270,3298.5,1174.891861
dsim_GLEANR_9417:1,2R,12669860,12669934,-,75,443,432,437.5,642.0320086
dsim_GLEANR_9416:3,2R,12670603,12670869,-,267,1,1,1,0.4122195882
dsim_GLEANR_9416:2,2R,12670933,12671253,-,321,1,0,0.5,0.1714371184
dsim_GLEANR_9416:1,2R,12671309,12671359,-,51,0,1,0.5,1.079045393
dsim_GLEANR_9415:3,2R,12672469,12672852,-,384,4,3,3.5,1.003175013
dsim_GLEANR_9415:2,2R,12673034,12673360,-,327,1,2,1.5,0.5048744497
dsim_GLEANR_9415:1,2R,12673425,12673475,-,51,0,0,0,0
dsim_GLEANR_11302:1,2R,12674145,12674195,+,51,0,0,0,0
dsim_GLEANR_11302:2,2R,12674254,12674577,+,324,0,0,0,0
dsim_GLEANR_11302:3,2R,12674630,12674827,+,198,0,0,0,0
dsim_GLEANR_9414:2,2R,12675063,12675269,-,207,6,7,6.5,3.456072924
dsim_GLEANR_9414:1,2R,12675328,12675705,-,378,10,15,12.5,3.639637237
dsim_GLEANR_9413:2,2R,12676316,12677164,-,849,3,3,3,0.3889138871
dsim_GLEANR_9413:1,2R,12677447,12677836,-,390,0,0,0,0
dsim_GLEANR_9412:2,2R,12678432,12679199,-,768,830,846,838,120.0943802
dsim_GLEANR_9412:1,2R,12679459,12679836,-,378,424,413,418.5,121.8550547
dsim_GLEANR_9411:2,2R,12681916,12682401,-,486,366,339,352.5,79.82937673
dsim_GLEANR_9411:1,2R,12682478,12682855,-,378,175,184,179.5,52.26519072
dsim_GLEANR_11303:1,2R,12710594,12711316,+,723,3,3,3,0.456691411
dsim_GLEANR_11304:1,2R,12713264,12713503,+,240,5,5,5,2.292971459
dsim_GLEANR_11304:2,2R,12713568,12713771,+,204,5,4,4.5,2.427852133
dsim_GLEANR_11304:3,2R,12713834,12714172,+,339,7,7,7,2.272679676
dsim_GLEANR_9410:3,2R,12715114,12715300,-,187,22,30,26,15.30282557
dsim_GLEANR_9410:2,2R,12715366,12715732,-,367,55,52,53.5,16.04455234
dsim_GLEANR_9410:1,2R,12715785,12715866,-,82,10,6,8,10.73781756
dsim_GLEANR_11305:1,2R,12716959,12717033,+,75,0,0,0,0
dsim_GLEANR_11305:2,2R,12717092,12717168,+,77,0,0,0,0
dsim_GLEANR_11305:3,2R,12718992,12719212,+,221,2,0,1,0.4980209504
dsim_GLEANR_11305:4,2R,12719273,12721279,+,2007,66,56,61,3.345202009
dsim_GLEANR_11305:5,2R,12721329,12721828,+,500,49,45,47,10.34588722
dsim_GLEANR_11305:6,2R,12721898,12722431,+,534,99,96,97.5,20.09570492
dsim_GLEANR_9409:5,2R,12723471,12724181,-,711,0,0,0,0
dsim_GLEANR_9409:4,2R,12724232,12724449,-,218,0,0,0,0
dsim_GLEANR_9409:3,2R,12724506,12726090,-,1585,0,1,0.5,0.03472007257
dsim_GLEANR_9409:2,2R,12726273,12727210,-,938,0,0,0,0
dsim_GLEANR_9409:1,2R,12727330,12727555,-,226,0,0,0,0
dsim_GLEANR_11306:1,2R,12732245,12732484,+,240,38,37,37.5,17.19728594
dsim_GLEANR_9408:5,2R,12738127,12738309,-,183,82,86,84,50.52055149
dsim_GLEANR_9408:4,2R,12738379,12738779,-,401,34,33,33.5,9.19475837
dsim_GLEANR_9408:3,2R,12738843,12739040,-,198,13,12,12.5,6.948398361
dsim_GLEANR_9408:2,2R,12739104,12741235,-,2132,74,69,71.5,3.691124788
dsim_GLEANR_9408:1,2R,12743081,12743274,-,194,2,1,1.5,0.8509997168
dsim_GLEANR_11307:1,2R,12744816,12745673,+,858,155,150,152.5,19.56241385
dsim_GLEANR_11307:2,2R,12746251,12746517,+,267,38,45,41.5,17.10711291
dsim_GLEANR_11308:1,2R,12747068,12747161,+,94,16,21,18.5,21.66126229
dsim_GLEANR_11308:2,2R,12747342,12747467,+,126,12,17,14.5,12.66593758
dsim_GLEANR_11308:3,2R,12747545,12748371,+,827,255,219,237,31.54152759
dsim_GLEANR_9407:4,2R,12748507,12748520,-,14,20,19,19.5,153.3015204
dsim_GLEANR_9407:3,2R,12750790,12751236,-,447,133,117,125,30.77814039
dsim_GLEANR_9407:2,2R,12751307,12751370,-,64,10,11,10.5,18.05715024
dsim_GLEANR_9407:1,2R,12752246,12752455,-,210,54,51,52.5,27.51565751
dsim_GLEANR_11309:1,2R,12754294,12755778,+,1485,21,21,21,1.556441233
dsim_GLEANR_11309:2,2R,12755838,12756010,+,173,0,3,1.5,0.9543002605
dsim_GLEANR_11309:3,2R,12756066,12757137,+,1072,68,69,68.5,7.032919923
dsim_GLEANR_11309:4,2R,12757204,12757599,+,396,69,67,68,18.89964354
dsim_GLEANR_11310:1,2R,12759959,12760124,+,166,175,179,177,117.3559368
GD26588:1,2R,12761283,12761419,+,137,0,0,0,0
GD26589:1,2R,12761474,12761593,+,120,0,0,0,0
GD26590:1,2R,12761667,12761786,+,120,0,0,0,0
GD26591:1,2R,12761860,12762005,+,146,0,0,0,0
dsim_GLEANR_11310:2,2R,12762094,12763067,+,974,1085,1094,1089.5,123.1142048
dsim_GLEANR_11311:1,2R,12763392,12763584,+,193,457,437,447,254.9118944
dsim_GLEANR_11311:2,2R,12763651,12763904,+,254,1026,1042,1034,448.0502341
dsim_GLEANR_9406:1,2R,12767233,12767526,-,294,407,375,391,146.3758107
dsim_GLEANR_9405:1,2R,12769656,12771287,-,1632,148,154,151,10.18349089
dsim_GLEANR_11312:1,2R,12771906,12772653,+,748,116,109,112.5,16.55353727
dsim_GLEANR_11312:2,2R,12772720,12773858,+,1139,357,356,356.5,34.44892679
dsim_GLEANR_9404:3,2R,12775162,12775356,-,195,632,613,622.5,351.3537805
dsim_GLEANR_9404:2,2R,12775419,12775505,-,87,4,10,7,8.855613911
dsim_GLEANR_9404:1,2R,12775868,12775969,-,102,246,248,247,266.524212
dsim_GLEANR_11313:1,2R,12776717,12776744,+,28,9,12,10.5,41.27348626
dsim_GLEANR_11313:2,2R,12778841,12780312,+,1472,146,129,137.5,10.28098616
dsim_GLEANR_11314:1,2R,12781168,12782014,+,847,169,171,170,22.09049245
dsim_GLEANR_11314:2,2R,12782076,12782262,+,187,28,38,33,19.42281707
dsim_GLEANR_11314:3,2R,12782327,12782448,+,122,11,11,11,9.923679758
dsim_GLEANR_11314:4,2R,12783520,12784193,+,674,323,306,314.5,51.35711743
dsim_GLEANR_9403:5,2R,12785414,12785545,-,132,6,7,6.5,5.419750722
dsim_GLEANR_9403:4,2R,12785605,12785752,-,148,4,6,5,3.718332096
dsim_GLEANR_9403:3,2R,12785810,12786000,-,191,7,10,8.5,4.898075159
dsim_GLEANR_9403:2,2R,12786059,12786404,-,346,18,11,14.5,4.612451259
dsim_GLEANR_9403:1,2R,12786463,12786932,-,470,20,20,20,4.683516172
dsim_GLEANR_9402:6,2R,12789342,12789386,-,45,41,51,46,112.5084663
dsim_GLEANR_9402:5,2R,12789428,12789853,-,426,167,157,162,41.85480297
dsim_GLEANR_9402:4,2R,12789906,12790292,-,387,152,157,154.5,43.93973215
dsim_GLEANR_9402:3,2R,12790350,12790692,-,343,93,94,93.5,30.00249536
dsim_GLEANR_9402:2,2R,12790752,12790932,-,181,29,31,30,18.24242487
dsim_GLEANR_9402:1,2R,12790990,12791242,-,253,61,65,63,27.40689997
dsim_GLEANR_11315:1,2R,12793534,12794325,+,792,724,697,710.5,98.73674071
dsim_GLEANR_9401:3,2R,12795839,12796832,-,994,278,265,271.5,30.06237833
dsim_GLEANR_9401:2,2R,12797314,12798273,-,960,84,81,82.5,9.458507269
dsim_GLEANR_9401:1,2R,12799246,12799253,-,8,0,0,0,0
dsim_GLEANR_11316:1,2R,12800480,12800595,+,116,1,2,1.5,1.423223664
dsim_GLEANR_11316:2,2R,12800655,12800870,+,216,2,2,2,1.019098426
dsim_GLEANR_11316:3,2R,12800929,12801282,+,354,3,3,3,0.9327341529
dsim_GLEANR_11316:4,2R,12801342,12801399,+,58,0,0,0,0
dsim_GLEANR_11316:5,2R,12801455,12801574,+,120,1,1,1,0.9171885837
dsim_GLEANR_11316:6,2R,12801631,12801834,+,204,1,1,1,0.5395226963
dsim_GLEANR_11316:7,2R,12801895,12802134,+,240,7,11,9,4.127348626
dsim_GLEANR_9400:2,2R,12802295,12803572,-,1278,477,465,471,40.56298807
dsim_GLEANR_9400:1,2R,12803632,12803748,-,117,48,47,47.5,44.68354638
dsim_GLEANR_9399:12,2R,12804560,12804715,-,156,1,1,1,0.7055296797
dsim_GLEANR_9399:11,2R,12804941,12805251,-,311,3,3,3,1.061697396
dsim_GLEANR_9399:10,2R,12805418,12805541,-,124,0,0,0,0
dsim_GLEANR_9399:9,2R,12805689,12805778,-,90,0,0,0,0
dsim_GLEANR_9399:8,2R,12805831,12805953,-,123,0,0,0,0
dsim_GLEANR_9399:7,2R,12806012,12806141,-,130,0,0,0,0
dsim_GLEANR_9399:6,2R,12806194,12806322,-,129,0,0,0,0
dsim_GLEANR_9399:5,2R,12806379,12806615,-,237,1,2,1.5,0.6965989243
dsim_GLEANR_9399:4,2R,12806712,12807002,-,291,0,0,0,0
dsim_GLEANR_9399:3,2R,12807054,12807151,-,98,0,0,0,0
dsim_GLEANR_11317:1,2R,12807436,12808008,+,573,0,0,0,0
dsim_GLEANR_11318:1,2R,12808696,12809268,+,573,2,6,4,0.7683255151
dsim_GLEANR_11319:1,2R,12810002,12810574,+,573,4,2,3,0.5762441363
dsim_GLEANR_9399:2,2R,12811510,12811617,-,108,0,0,0,0
dsim_GLEANR_9399:1,2R,12812213,12812548,-,336,0,0,0,0
dsim_GLEANR_11320:1,2R,12815738,12815876,+,139,0,0,0,0
dsim_GLEANR_11320:2,2R,12815965,12816104,+,140,0,0,0,0
dsim_GLEANR_11321:1,2R,12830933,12831106,+,174,0,0,0,0
dsim_GLEANR_9397:2,2R,12836359,12836522,-,164,0,0,0,0
dsim_GLEANR_9397:1,2R,12836704,12836815,-,112,0,0,0,0
dsim_GLEANR_11322:1,2R,12851453,12851611,+,159,0,0,0,0
dsim_GLEANR_11323:1,2R,12855091,12855168,+,78,0,0,0,0
dsim_GLEANR_11323:2,2R,12855257,12855510,+,254,0,0,0,0
dsim_GLEANR_11323:3,2R,12855708,12855793,+,86,0,0,0,0
dsim_GLEANR_11323:4,2R,12858635,12858675,+,41,0,0,0,0
dsim_GLEANR_9396:2,2R,12860398,12860567,-,170,0,0,0,0
dsim_GLEANR_9396:1,2R,12880754,12881090,-,337,0,0,0,0
dsim_GLEANR_9395:1,2R,12889982,12890545,-,564,1,0,0.5,0.09757325358
dsim_GLEANR_9394:3,2R,12891742,12891987,-,246,1,1,1,0.4474090652
dsim_GLEANR_9394:2,2R,12892052,12892234,-,183,0,0,0,0
dsim_GLEANR_9394:1,2R,12899432,12899569,-,138,0,0,0,0
dsim_GLEANR_9393:1,2R,12899916,12901190,-,1275,37,38,37.5,3.237136178
dsim_GLEANR_11324:1,2R,12901758,12901818,+,61,0,0,0,0
dsim_GLEANR_11324:2,2R,12901879,12901983,+,105,0,0,0,0
dsim_GLEANR_11324:3,2R,12902058,12902197,+,140,0,0,0,0
dsim_GLEANR_9392:8,2R,12904217,12904290,-,74,45,38,41.5,61.72431279
dsim_GLEANR_9392:7,2R,12904359,12905611,-,1253,309,290,299.5,26.30786728
dsim_GLEANR_9392:6,2R,12905725,12905993,-,269,29,36,32.5,13.29752965
dsim_GLEANR_9392:5,2R,12906058,12906271,-,214,14,19,16.5,8.486137363
dsim_GLEANR_9392:4,2R,12906338,12907337,-,1000,73,76,74.5,8.199665938
dsim_GLEANR_9392:3,2R,12907411,12908581,-,1171,28,24,26,2.44374755
dsim_GLEANR_9392:2,2R,12908673,12908790,-,118,3,0,1.5,1.399101229
dsim_GLEANR_9392:1,2R,12909290,12910518,-,1229,32,26,29,2.597084029
dsim_GLEANR_9391:3,2R,12910547,12911793,-,1247,23,25,24,2.118286384
dsim_GLEANR_9391:2,2R,12912126,12912387,-,262,9,8,8.5,3.570734181
dsim_GLEANR_9391:1,2R,12912545,12912565,-,21,1,0,0.5,2.62053881
dsim_GLEANR_11325:1,2R,12917768,12917842,+,75,0,0,0,0
dsim_GLEANR_11325:2,2R,12917905,12918057,+,153,0,0,0,0
dsim_GLEANR_11325:3,2R,12918162,12918500,+,339,6,4,5,1.623342626
dsim_GLEANR_11326:1,2R,12918809,12918886,+,78,0,0,0,0
dsim_GLEANR_11326:2,2R,12918950,12919102,+,153,1,1,1,0.719363595
dsim_GLEANR_11326:3,2R,12919159,12919503,+,345,5,6,5.5,1.754621638
dsim_GLEANR_11327:1,2R,12919814,12919882,+,69,0,0,0,0
dsim_GLEANR_11327:2,2R,12919940,12920092,+,153,0,0,0,0
dsim_GLEANR_11327:3,2R,12920148,12920492,+,345,4,3,3.5,1.116577406
dsim_GLEANR_11328:1,2R,12920887,12920934,+,48,0,0,0,0
dsim_GLEANR_11328:2,2R,12921014,12921166,+,153,0,0,0,0
dsim_GLEANR_11328:3,2R,12921224,12921466,+,243,0,0,0,0
dsim_GLEANR_11328:4,2R,12922233,12922385,+,153,0,0,0,0
dsim_GLEANR_11328:5,2R,12922443,12922787,+,345,0,0,0,0
dsim_GLEANR_11329:1,2R,12923235,12923462,+,228,1,2,1.5,0.7240962503
dsim_GLEANR_11329:2,2R,12924031,12924258,+,228,0,0,0,0
dsim_GLEANR_11330:1,2R,12924856,12924987,+,132,3,2,2.5,2.084519508
dsim_GLEANR_11330:2,2R,12925049,12925393,+,345,5,5,5,1.59511058
dsim_GLEANR_9390:1,2R,12928884,12929243,-,360,22,22,22,6.726049613
dsim_GLEANR_11331:1,2R,12937097,12937267,+,171,1,0,0.5,0.3218205557
dsim_GLEANR_11332:1,2R,12992502,12992559,+,58,128,131,129.5,245.743286
dsim_GLEANR_11332:2,2R,12992627,12992706,+,80,242,215,228.5,314.366387
dsim_GLEANR_11333:1,2R,12993110,12993167,+,58,135,141,138,261.8731542
dsim_GLEANR_11333:2,2R,12993228,12993307,+,80,77,95,86,118.3173273
dsim_GLEANR_9389:2,2R,12993514,12993923,-,410,936,947,941.5,252.7413809
dsim_GLEANR_9389:1,2R,12993978,12994035,-,58,10,8,9,17.07868397
dsim_GLEANR_11334:1,2R,12995137,12995194,+,58,280,306,293,556.0060449
dsim_GLEANR_11334:2,2R,12995250,12995329,+,80,661,652,656.5,903.2014578
dsim_GLEANR_11335:1,2R,12996766,12996817,+,52,208,230,219,463.5329996
dsim_GLEANR_11335:2,2R,12996889,12996956,+,68,297,300,298.5,483.1425745
dsim_GLEANR_11336:1,2R,12998088,12998151,+,64,1,4,2.5,4.299321486
dsim_GLEANR_11336:2,2R,12998213,12998379,+,167,9,11,10,6.590576649
dsim_GLEANR_11337:1,2R,12998933,12998984,+,52,6,2,4,8.466356157
dsim_GLEANR_11337:2,2R,12999054,12999124,+,71,0,0,0,0
dsim_GLEANR_9388:2,2R,12999282,12999352,-,71,114,140,127,196.8725918
dsim_GLEANR_9388:1,2R,12999429,12999480,-,52,7,5,6,12.69953424
dsim_GLEANR_11338:1,2R,13002676,13002802,+,127,2,2,2,1.733269764
dsim_GLEANR_11338:2,2R,13002865,13003425,+,561,39,48,43.5,8.534268105
dsim_GLEANR_11338:3,2R,13003482,13004125,+,644,139,132,135.5,23.15758753
dsim_GLEANR_9387:1,2R,13005617,13006339,-,723,8,7,7.5,1.141728527
dsim_GLEANR_11339:1,2R,13007354,13008028,+,675,613,609,611,99.62706215
dsim_GLEANR_11340:1,2R,13010357,13011016,+,660,242,243,242.5,40.43967846
dsim_GLEANR_11341:1,2R,13011386,13012045,+,660,142,146,144,24.01366474
dsim_GLEANR_11342:1,2R,13012877,13013545,+,669,34180,33528,33854,5569.596827
dsim_GLEANR_11343:1,2R,13014256,13014924,+,669,564,577,570.5,93.85759408
dsim_GLEANR_11344:1,2R,13015595,13016263,+,669,1037,1038,1037.5,170.6875615
dsim_GLEANR_11345:1,2R,13016504,13017175,+,672,1198,1185,1191.5,195.1482495
dsim_GLEANR_11346:1,2R,13017405,13018073,+,669,103,97,100,16.45181316
dsim_GLEANR_11347:1,2R,13018843,13019508,+,666,8042,7883,7962.5,1315.876414
dsim_GLEANR_9386:2,2R,13019921,13020082,-,162,158,174,166,112.7802258
dsim_GLEANR_9386:1,2R,13020489,13021148,-,660,531,535,533,88.88391183
dsim_GLEANR_9385:10,2R,13025108,13025360,-,253,563,580,571.5,248.6197354
dsim_GLEANR_9385:9,2R,13025417,13025747,-,331,678,633,655.5,217.9639093
dsim_GLEANR_9385:8,2R,13025811,13026024,-,214,281,260,270.5,139.1212216
dsim_GLEANR_9385:7,2R,13026442,13026578,-,137,90,91,90.5,72.70560597
dsim_GLEANR_9385:6,2R,13026644,13026772,-,129,82,75,78.5,66.97609657
dsim_GLEANR_9385:5,2R,13030490,13030621,-,132,11,6,8.5,7.087366328
dsim_GLEANR_9385:4,2R,13031451,13031488,-,38,2,4,3,8.689155003
dsim_GLEANR_9385:3,2R,13031811,13031848,-,38,3,3,3,8.689155003
dsim_GLEANR_9385:2,2R,13032071,13032138,-,68,5,7,6,9.711408533
dsim_GLEANR_9385:1,2R,13033632,13033860,-,229,293,283,288,138.4193775
dsim_GLEANR_11348:1,2R,13035321,13036211,+,891,423,418,420.5,51.94313797
dsim_GLEANR_11349:1,2R,13039569,13039605,+,37,0,0,0,0
dsim_GLEANR_11349:2,2R,13039664,13039914,+,251,2,4,3,1.315489602
dsim_GLEANR_11349:3,2R,13039985,13041838,+,1854,50,50,50,2.968247844
dsim_GLEANR_11349:4,2R,13041899,13043287,+,1389,430,406,418,33.12179939
dsim_GLEANR_11349:5,2R,13043373,13043750,+,378,294,281,287.5,83.71165645
dsim_GLEANR_11350:1,2R,13045877,13045886,+,10,21,25,23,253.1440491
dsim_GLEANR_11350:2,2R,13048214,13048252,+,39,7,9,8,22.57694975
dsim_GLEANR_11350:3,2R,13048371,13048495,+,125,96,97,96.5,84.96835039
dsim_GLEANR_11350:4,2R,13048569,13048729,+,161,261,246,253.5,173.2973709
dsim_GLEANR_11350:5,2R,13048850,13048909,+,60,33,39,36,66.03757802
dsim_GLEANR_11350:6,2R,13049114,13049276,+,163,291,331,311,209.9967972
dsim_GLEANR_11350:7,2R,13049580,13049687,+,108,413,405,409,416.8112564
dsim_GLEANR_11351:1,2R,13050995,13051141,+,147,3,4,3.5,2.62053881
dsim_GLEANR_11351:2,2R,13051696,13051722,+,27,0,0,0,0
dsim_GLEANR_11352:1,2R,13056824,13057381,+,558,341,328,334.5,65.97840457
dsim_GLEANR_11352:2,2R,13057522,13057953,+,432,511,508,509.5,129.807662
dsim_GLEANR_11353:1,2R,13059820,13059887,+,68,38,26,32,51.79417884
dsim_GLEANR_11353:2,2R,13059948,13060134,+,187,58,83,70.5,41.49420009
dsim_GLEANR_11353:3,2R,13060203,13060325,+,123,105,93,99,88.58699491
dsim_GLEANR_11354:1,2R,13060899,13060938,+,40,0,0,0,0
dsim_GLEANR_11354:2,2R,13060993,13061069,+,77,0,0,0,0
dsim_GLEANR_11354:3,2R,13061126,13061235,+,110,3,4,3.5,3.501992774
dsim_GLEANR_11354:4,2R,13061287,13062057,+,771,17,16,16.5,2.355425935
dsim_GLEANR_11354:5,2R,13062113,13062554,+,442,6,7,6.5,1.618568089
dsim_GLEANR_9384:1,2R,13062654,13063799,-,1146,308,301,304.5,29.24438992
dsim_GLEANR_9383:2,2R,13063805,13064010,-,206,26,22,24,12.82283068
dsim_GLEANR_9383:1,2R,13064078,13064096,-,19,1,3,2,11.58554
dsim_GLEANR_11355:1,2R,13064557,13065897,+,1341,276,259,267.5,21.95507348
dsim_GLEANR_9382:1,2R,13065958,13067580,-,1623,95,90,92.5,6.272823955
dsim_GLEANR_9381:17,2R,13071358,13072146,-,789,77,66,71.5,9.973989921
dsim_GLEANR_9381:16,2R,13072414,13072641,-,228,38,37,37.5,18.10240626
dsim_GLEANR_9381:15,2R,13073354,13073475,-,122,77,89,83,74.87867453
dsim_GLEANR_9381:14,2R,13073542,13073784,-,243,87,80,83.5,37.81987493
dsim_GLEANR_9381:13,2R,13073844,13074927,-,1084,320,313,316.5,32.13544503
dsim_GLEANR_9381:12,2R,13074985,13075080,-,96,1,1,1,1.14648573
dsim_GLEANR_9381:11,2R,13077033,13077215,-,183,22,16,19,11.4272676
dsim_GLEANR_9381:10,2R,13079192,13079306,-,115,1,2,1.5,1.435599522
dsim_GLEANR_9381:9,2R,13079584,13079713,-,130,5,7,6,5.079813694
dsim_GLEANR_9381:8,2R,13079781,13080228,-,448,14,13,13.5,3.316619432
dsim_GLEANR_9381:7,2R,13082284,13082741,-,458,11,9,10,2.403114193
dsim_GLEANR_9381:6,2R,13082837,13083749,-,913,8,7,7.5,0.9041289434
dsim_GLEANR_9381:5,2R,13087561,13087726,-,166,0,0,0,0
dsim_GLEANR_9381:4,2R,13088286,13088430,-,145,2,1,1.5,1.138578931
dsim_GLEANR_9381:3,2R,13088492,13088667,-,176,0,0,0,0
dsim_GLEANR_9381:2,2R,13089106,13089413,-,308,3,2,2.5,0.8933655036
dsim_GLEANR_9381:1,2R,13089495,13089689,-,195,0,0,0,0
dsim_GLEANR_11356:1,2R,13107645,13107785,+,141,0,0,0,0
dsim_GLEANR_11356:2,2R,13108639,13108673,+,35,0,0,0,0
dsim_GLEANR_11356:3,2R,13109086,13109665,+,580,318,304,311,59.01634128
dsim_GLEANR_9380:1,2R,13110818,13111057,-,240,0,0,0,0
dsim_GLEANR_11357:1,2R,13123955,13124225,+,271,30,21,25.5,10.35644674
dsim_GLEANR_11357:2,2R,13125151,13125383,+,233,13,12,12.5,5.904647534
dsim_GLEANR_11357:3,2R,13125447,13126024,+,578,56,61,58.5,11.13955685
dsim_GLEANR_11357:4,2R,13126376,13126517,+,142,10,9,9.5,7.363344967
dsim_GLEANR_11357:5,2R,13126585,13126946,+,362,54,54,54,16.41818238
dsim_GLEANR_11357:6,2R,13127007,13127169,+,163,9,14,11.5,7.76515488
dsim_GLEANR_11357:7,2R,13127225,13127428,+,204,46,28,37,19.96233976
dsim_GLEANR_11357:8,2R,13127681,13127749,+,69,5,4,4.5,7.177997611
dsim_GLEANR_11357:9,2R,13127906,13127911,+,6,5,4,4.5,82.54697253
dsim_GLEANR_11358:1,2R,13128412,13128417,+,6,7,8,7.5,137.5782875
dsim_GLEANR_11358:2,2R,13128939,13129151,+,213,341,300,320.5,165.610671
dsim_GLEANR_11359:1,2R,13132466,13132500,+,35,0,0,0,0
dsim_GLEANR_11359:2,2R,13137552,13139436,+,1885,38,43,40.5,2.364740858
dsim_GLEANR_11360:1,2R,13141920,13141951,+,32,60,39,49.5,170.2531308
dsim_GLEANR_11360:2,2R,13142108,13144019,+,1912,3905,3798,3851.5,221.7082738
dsim_GLEANR_11361:1,2R,13144741,13145097,+,357,2,3,2.5,0.770746709
dsim_GLEANR_11362:1,2R,13148739,13148881,+,143,6,4,5,3.848343708
dsim_GLEANR_11362:2,2R,13148936,13150068,+,1133,32,26,29,2.817137044
dsim_GLEANR_11362:3,2R,13150137,13150538,+,402,25,20,22.5,6.160221831
dsim_GLEANR_11362:4,2R,13150711,13150859,+,149,15,15,15,11.08013054
dsim_GLEANR_11362:5,2R,13150915,13150996,+,82,5,5,5,6.711135978
dsim_GLEANR_11362:6,2R,13151068,13151168,+,101,4,1,2.5,2.724322526
dsim_GLEANR_11362:7,2R,13151696,13151854,+,159,19,27,23,15.92100938
dsim_GLEANR_9379:1,2R,13152082,13152294,-,213,37,36,36.5,18.86049764
dsim_GLEANR_9378:4,2R,13159144,13161230,-,2087,732,683,707.5,37.31160074
dsim_GLEANR_9378:3,2R,13161547,13161583,-,37,0,0,0,0
dsim_GLEANR_9378:2,2R,13163487,13163977,-,491,5,4,4.5,1.008720642
dsim_GLEANR_9378:1,2R,13164276,13164459,-,184,0,0,0,0
dsim_GLEANR_9377:1,2R,13192764,13192949,-,186,0,0,0,0
dsim_GLEANR_9375:3,2R,13203722,13203792,-,71,2,6,4,6.200711551
dsim_GLEANR_9375:2,2R,13203927,13204062,-,136,1,3,2,1.618568089
dsim_GLEANR_9375:1,2R,13204119,13204331,-,213,10,11,10.5,5.425622608
dsim_GLEANR_11363:1,2R,13204762,13205844,+,1083,33,31,32,3.252081405
dsim_GLEANR_9374:3,2R,13205876,13206056,-,181,19,21,20,12.16161658
dsim_GLEANR_9374:2,2R,13206114,13206235,-,122,13,13,13,11.72798517
dsim_GLEANR_9374:1,2R,13206297,13206575,-,279,89,90,89.5,35.30682935
dsim_GLEANR_11364:1,2R,13206792,13206878,+,87,25,29,27,34.15736794
dsim_GLEANR_11364:2,2R,13206943,13207107,+,165,26,32,29,19.34434104
dsim_GLEANR_11364:3,2R,13207178,13207366,+,189,77,64,70.5,41.05510803
dsim_GLEANR_11365:1,2R,13207659,13207745,+,87,10,8,9,11.38578931
